"GEOID","NAME","STATE","YEAR","TOTAL_POP","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP"
"31097","Johnson","NE",2022,465578,529933,276408,88215,294925
"40137","Stephens","OK",2022,15618,815202,4821,248512,97409
"40149","Washita","OK",2022,876656,441093,50004,164900,25603
"40077","Latimer","OK",2022,736054,549150,429563,273462,282004
"27135","Roseau","MN",2022,327582,361621,31371,136550,158327
"29021","Buchanan","MO",2022,787585,739130,328355,9792,213358
"27041","Douglas","MN",2022,997502,406796,57049,266301,366485
"27057","Hubbard","MN",2022,623350,638666,151356,131290,390029
"27029","Clearwater","MN",2022,194727,547092,392629,3734,353809
"27159","Wadena","MN",2022,575753,703501,46722,254437,162754
"31001","Adams","NE",2022,83977,725315,397595,155647,319932
"31099","Kearney","NE",2022,860230,776435,453284,203734,337002
"31017","Brown","NE",2022,520564,644391,333285,32054,81772
"40063","Hughes","OK",2022,665069,267018,217296,167465,252623
"40093","Major","OK",2022,696594,68746,85303,22168,217109
"29209","Stone","MO",2022,710387,646851,269574,202045,159007
"29127","Marion","MO",2022,335204,608974,165600,179638,239492
"31031","Cherry","NE",2022,686911,167223,410981,110813,252863
"27143","Sibley","MN",2022,534906,168896,323042,33511,71188
"28067","Jones","MS",2022,926140,576126,470075,282895,84871
"28017","Chickasaw","MS",2022,550173,550211,98120,23184,74472
"28013","Calhoun","MS",2022,487346,127517,276334,274232,164990
"31005","Arthur","NE",2022,969967,154589,444162,80561,65640
"32027","Pershing","NV",2022,915195,827980,421524,249655,93637
"32021","Mineral","NV",2022,74032,568124,245397,14644,374186
"33001","Belknap","NH",2022,64179,487694,23853,230228,124559
"40055","Greer","OK",2022,870182,503260,431714,44256,348946
"41069","Wheeler","OR",2022,29846,305971,30489,201089,138515
"31055","Douglas","NE",2022,494797,472811,370538,112195,325215
"28125","Sharkey","MS",2022,257854,827013,449428,49054,379860
"28159","Winston","MS",2022,474342,419028,429232,73573,19552
"28145","Union","MS",2022,712774,145716,126958,832,226323
"35001","Bernalillo","NM",2022,888603,771481,330059,55963,197894
"35047","San Miguel","NM",2022,786003,750538,363193,258177,76683
"35053","Socorro","NM",2022,260301,215753,487238,62874,263992
"42011","Berks","PA",2022,785384,186147,256169,138459,154079
"42087","Mifflin","PA",2022,275314,166562,179634,190415,162174
"31015","Boyd","NE",2022,782097,83848,331631,266241,274352
"31057","Dundy","NE",2022,326393,346006,357956,46999,93613
"31049","Deuel","NE",2022,592304,126904,208118,277885,43010
"28097","Montgomery","MS",2022,891725,649435,306255,5645,396658
"28007","Attala","MS",2022,368546,227105,325030,56055,383720
"28061","Jasper","MS",2022,620009,237158,461241,149649,146898
"28015","Carroll","MS",2022,374043,582176,139812,234164,29832
"28105","Oktibbeha","MS",2022,337351,296687,359135,288973,75628
"35057","Torrance","NM",2022,393619,79408,67869,63594,237130
"35028","Los Alamos","NM",2022,492723,688403,401872,280745,147102
"36109","Tompkins","NY",2022,68045,319305,13526,168306,323983
"42053","Forest","PA",2022,779151,282698,284188,214328,168136
"42093","Montour","PA",2022,211465,67958,141692,49317,149018
"42107","Schuylkill","PA",2022,635611,425669,444286,242397,201439
"31177","Washington","NE",2022,560002,133435,22592,141187,46916
"32009","Esmeralda","NV",2022,466838,722283,38230,64779,297284
"32013","Humboldt","NV",2022,460026,759092,144615,177706,186052
"28065","Jefferson Davis","MS",2022,268503,1989,275401,115823,38270
"28063","Jefferson","MS",2022,215965,18891,109669,58779,181164
"36121","Wyoming","NY",2022,76504,737930,65147,146053,399094
"37105","Lee","NC",2022,550724,426730,129467,86885,11661
"42065","Jefferson","PA",2022,211596,219290,234851,103219,37261
"42047","Elk","PA",2022,435771,884465,239316,244697,194848
"45071","Newberry","SC",2022,549157,146559,358812,109117,388812
"46077","Kingsbury","SD",2022,68971,741709,482491,96486,380501
"46043","Douglas","SD",2022,472037,383924,478367,25326,32812
"46025","Clark","SD",2022,832614,723648,377046,78365,308591
"46033","Custer","SD",2022,641765,97793,454493,151688,151763
"46063","Harding","SD",2022,492455,813072,167624,256622,255354
"28037","Franklin","MS",2022,497553,268140,400139,58779,205987
"29179","Reynolds","MO",2022,16294,146531,80627,43433,351122
"29151","Osage","MO",2022,987828,34645,73111,262814,216234
"37069","Franklin","NC",2022,239865,476422,477242,174304,265088
"37003","Alexander","NC",2022,617671,165621,457938,35254,291265
"46111","Sanborn","SD",2022,290267,262221,228847,225687,523
"46005","Beadle","SD",2022,284185,192925,380909,69077,10214
"46125","Turner","SD",2022,196269,705064,20855,161600,356241
"46107","Potter","SD",2022,131730,93365,169385,175782,119794
"16067","Minidoka","ID",2022,970399,504532,361598,111241,262792
"16051","Jefferson","ID",2022,24739,304787,200669,105809,248775
"27067","Kandiyohi","MN",2022,210833,307871,189081,60006,307509
"27085","McLeod","MN",2022,737729,503094,252367,47235,102743
"28133","Sunflower","MS",2022,644505,379246,368392,233262,59022
"39103","Medina","OH",2022,284406,434708,387143,15844,272883
"40057","Harmon","OK",2022,251445,544696,240388,295762,339208
"42069","Lackawanna","PA",2022,361317,537380,202147,59698,258111
"42041","Cumberland","PA",2022,877618,790691,352668,35922,340659
"51035","Carroll","VA",2022,770368,526881,11275,89488,204320
"54089","Summers","WV",2022,487699,6560,170141,18292,110379
"17033","Crawford","IL",2022,173212,735113,132753,249737,394652
"18093","Lawrence","IN",2022,254514,591063,223821,246549,88323
"19113","Linn","IA",2022,507585,435053,394025,177149,351707
"19087","Henry","IA",2022,949267,631789,478622,145691,271993
"28025","Clay","MS",2022,924188,640570,264661,152645,48400
"28115","Pontotoc","MS",2022,588127,775648,71730,42422,323910
"28009","Benton","MS",2022,275654,415326,278598,284254,174736
"47043","Dickson","TN",2022,144958,804382,58419,23388,159741
"55009","Brown","WI",2022,858361,99550,214729,200522,94840
"05083","Logan","AR",2022,133869,799062,485237,84566,361767
"19197","Wright","IA",2022,959479,647197,419881,118884,399439
"19187","Webster","IA",2022,691729,258067,17363,174101,272450
"19125","Marion","IA",2022,546373,432727,235885,255690,45944
"19083","Hardin","IA",2022,897059,443551,239442,170104,223865
"19135","Monroe","IA",2022,93511,91994,291295,145339,296548
"20095","Kingman","KS",2022,664589,498270,65892,240742,225173
"29073","Gasconade","MO",2022,321120,58465,12352,20944,240495
"13047","Catoosa","GA",2022,447167,752886,431671,43859,155326
"17137","Morgan","IL",2022,560381,632526,20142,153166,47021
"47087","Jackson","TN",2022,941999,609595,379869,253080,180890
"48329","Midland","TX",2022,144916,48116,51064,247622,364090
"48249","Jim Wells","TX",2022,870046,78003,113892,22702,387845
"48431","Sterling","TX",2022,489243,513013,287939,192766,25993
"08061","Kiowa","CO",2022,858627,669482,431056,77715,150980
"13287","Turner","GA",2022,311955,860796,139300,104820,370233
"20063","Gove","KS",2022,928155,490248,371079,92416,80151
"20065","Graham","KS",2022,531780,639881,78752,241017,7377
"21061","Edmonson","KY",2022,794658,443308,64713,61435,65338
"21081","Grant","KY",2022,751488,893101,192932,280151,80606
"39053","Gallia","OH",2022,444991,655427,235738,247983,160047
"39155","Trumbull","OH",2022,122747,238007,64013,114124,311945
"42007","Beaver","PA",2022,37866,402487,211497,29914,214692
"49039","Sanpete","UT",2022,533578,353553,324113,84222,340809
"51690","Martinsville","VA",2022,134325,264861,137080,189776,323191
"55139","Winnebago","WI",2022,973947,43225,83364,242149,347344
"72009","Aibonito","PR",2022,454602,579345,36260,155200,255177
"27095","Mille Lacs","MN",2022,304638,596485,489340,290346,315945
"31109","Lancaster","NE",2022,655744,674922,23281,50704,143737
"38069","Pierce","ND",2022,501873,674714,127880,47068,199877
"46029","Codington","SD",2022,401938,66944,302707,280697,107908
"21113","Jessamine","KY",2022,377687,746921,107760,179717,217110
"46047","Fall River","SD",2022,366816,30741,85431,26542,133821
"47047","Fayette","TN",2022,718059,403049,440034,138917,12452
"17067","Hancock","IL",2022,970224,616559,241225,148989,60190
"18111","Newton","IN",2022,282746,619023,468874,49655,63501
"19089","Howard","IA",2022,865601,150871,371814,5895,249078
"18067","Howard","IN",2022,319601,161873,481488,247219,279422
"72101","Morovis","PR",2022,819356,759544,24588,270775,293854
"72117","Rincón","PR",2022,732890,809450,411412,274588,295399
"72143","Vega Alta","PR",2022,479471,23341,334809,2351,114029
"01061","Geneva","AL",2022,645277,353501,381488,181216,163753
"21077","Gallatin","KY",2022,127518,716208,22488,261134,279158
"48365","Panola","TX",2022,914565,761271,166768,278465,127540
"51700","Newport News","VA",2022,887392,863092,235412,178337,163691
"20039","Decatur","KS",2022,688986,572138,278746,106407,30740
"21161","Mason","KY",2022,927962,654550,282641,299394,173440
"40119","Payne","OK",2022,759250,604670,130549,222514,40872
"02105","Hoonah-Angoon","AK",2022,21117,654098,151531,103582,56334
"72085","Las Piedras","PR",2022,426414,744600,118513,158237,150228
"12085","Martin","FL",2022,888219,379579,51580,189476,275209
"17063","Grundy","IL",2022,616019,864945,419490,285859,29928
"27011","Big Stone","MN",2022,502711,419989,51773,104563,94229
"28003","Alcorn","MS",2022,377273,290707,414876,238255,106723
"31065","Furnas","NE",2022,579694,54837,27389,231772,15892
"51115","Mathews","VA",2022,930525,755795,431431,169781,311810
"01079","Lawrence","AL",2022,187400,129373,63024,290897,18375
"01027","Clay","AL",2022,205272,598153,369818,2490,2584
"27133","Rock","MN",2022,185742,4355,492839,197262,25032
"05049","Fulton","AR",2022,641537,151298,8363,31657,5956
"39001","Adams","OH",2022,910565,698321,1338,97607,364848
"17117","Macoupin","IL",2022,826604,501689,172543,186986,398031
"32007","Elko","NV",2022,229768,650397,195321,109752,337515
"35003","Catron","NM",2022,218461,4116,330144,77811,379533
"39111","Monroe","OH",2022,289045,418704,286669,280398,256448
"22011","Beauregard","LA",2022,181717,353890,151513,22843,276735
"51089","Henry","VA",2022,775265,67145,121248,248257,277953
"29186","Ste. Genevieve","MO",2022,10811,41963,420175,105632,152374
"32510","Carson City","NV",2022,825713,708553,362341,194366,295076
"16017","Bonner","ID",2022,289294,27955,54366,263839,171787
"17157","Randolph","IL",2022,793591,526266,366681,73685,242893
"47109","McNairy","TN",2022,671042,388163,279796,259717,358783
"48505","Zapata","TX",2022,324696,654069,50964,250053,186413
"08009","Baca","CO",2022,346633,608451,297505,194335,90246
"02020","Anchorage","AK",2022,442775,518219,63454,195649,57088
"02185","North Slope","AK",2022,905443,278773,132162,295512,27025
"51077","Grayson","VA",2022,84948,48304,68045,165335,252574
"53059","Skamania","WA",2022,717070,416077,173250,294495,6328
"35013","Doña Ana","NM",2022,510571,656635,150022,152272,252170
"36015","Chemung","NY",2022,588259,780787,485765,115580,292327
"26101","Manistee","MI",2022,346698,859723,66680,112273,304648
"19131","Mitchell","IA",2022,630612,564470,126585,4581,342982
"19159","Ringgold","IA",2022,304002,151215,281622,152753,102465
"26127","Oceana","MI",2022,884778,547221,352355,93657,258963
"02220","Sitka","AK",2022,770866,843665,327929,226158,304771
"01087","Macon","AL",2022,30591,249494,19705,33898,148298
"27047","Freeborn","MN",2022,429354,57107,281801,237880,171380
"27049","Goodhue","MN",2022,501412,370485,220445,85567,377355
"53003","Asotin","WA",2022,260160,643209,8429,101363,321482
"55089","Ozaukee","WI",2022,123837,138194,141687,9822,291728
"56021","Laramie","WY",2022,32007,690075,411844,187206,133825
"48147","Fannin","TX",2022,559026,120753,407618,153303,326800
"53009","Clallam","WA",2022,805142,172501,312537,136109,383631
"54077","Preston","WV",2022,362724,263756,119585,79387,172606
"20107","Linn","KS",2022,204167,254624,89434,276480,350316
"20117","Marshall","KS",2022,851207,445769,30208,54273,204965
"40043","Dewey","OK",2022,716959,682373,99522,298470,259852
"27155","Traverse","MN",2022,693392,460789,113621,244099,269651
"27081","Lincoln","MN",2022,404596,316622,6790,221724,304967
"28075","Lauderdale","MS",2022,212384,382754,330990,176026,192056
"28141","Tishomingo","MS",2022,515611,723649,279755,298545,254567
"05047","Franklin","AR",2022,747292,401167,424081,76460,191789
"05135","Sharp","AR",2022,40272,204505,389849,113962,274475
"12043","Glades","FL",2022,418773,648987,480541,271523,239122
"55071","Manitowoc","WI",2022,866427,696194,233096,149878,65533
"56001","Albany","WY",2022,524481,348026,379072,160056,93192
"05097","Montgomery","AR",2022,69406,341497,325831,49883,85662
"22023","Cameron","LA",2022,812686,255492,330400,120197,9062
"31067","Gage","NE",2022,292138,87829,347810,77625,6214
"31145","Red Willow","NE",2022,388815,470608,419615,28936,174609
"28147","Walthall","MS",2022,193697,500509,354062,271182,239173
"29129","Mercer","MO",2022,665738,285322,136180,194489,349063
"30011","Carter","MT",2022,610337,42232,362706,210302,237975
"31129","Nuckolls","NE",2022,588068,321858,363850,230344,68832
"37049","Craven","NC",2022,973795,455021,45650,215144,334959
"37175","Transylvania","NC",2022,441905,318219,452959,37659,8430
"13063","Clayton","GA",2022,753444,601229,133312,175585,15648
"13275","Thomas","GA",2022,712740,608926,71806,34362,263798
"08039","Elbert","CO",2022,191129,287437,169923,281069,50395
"13069","Coffee","GA",2022,661880,332560,189673,157713,160570
"33019","Sullivan","NH",2022,452923,104902,191707,215370,77768
"35059","Union","NM",2022,696224,342158,346270,223012,39955
"38081","Sargent","ND",2022,627205,792249,453113,51574,203651
"18053","Grant","IN",2022,488950,118454,101027,119856,67187
"31021","Burt","NE",2022,14099,510064,328376,238441,378224
"36117","Wayne","NY",2022,523786,206365,92121,298528,25341
"13187","Lumpkin","GA",2022,833417,38926,57617,5551,148973
"13081","Crisp","GA",2022,38334,823427,463430,248148,197360
"13197","Marion","GA",2022,260300,584964,77044,141197,259247
"18099","Marshall","IN",2022,107428,520317,295976,34099,270754
"19037","Chickasaw","IA",2022,132754,314118,476533,149070,314857
"19095","Iowa","IA",2022,289576,649728,478339,87827,115951
"19073","Greene","IA",2022,370303,756908,273307,126388,74270
"18085","Kosciusko","IN",2022,130530,281722,196236,38204,109013
"18131","Pulaski","IN",2022,85068,475301,34335,295774,37551
"19121","Madison","IA",2022,323532,327057,380827,14150,307868
"20163","Rooks","KS",2022,171526,865922,53954,23464,209060
"20127","Morris","KS",2022,229696,581905,100383,26308,77027
"36011","Cayuga","NY",2022,975909,791393,68329,58856,280147
"13223","Paulding","GA",2022,69238,432441,128562,56325,170803
"13225","Peach","GA",2022,927189,78679,142093,267801,237611
"48163","Frio","TX",2022,705104,596842,496153,202128,392982
"20041","Dickinson","KS",2022,876489,575331,81150,229334,70587
"20187","Stanton","KS",2022,570385,163841,422936,48653,142798
"21169","Metcalfe","KY",2022,518186,646489,163679,54701,214889
"28091","Marion","MS",2022,908971,686512,454011,152450,221617
"28119","Quitman","MS",2022,721105,388119,382003,127100,296562
"20083","Hodgeman","KS",2022,745211,348537,272481,247495,151935
"21141","Logan","KY",2022,29535,771523,55493,19084,168358
"45037","Edgefield","SC",2022,160059,434054,383072,293267,287377
"37171","Surry","NC",2022,167882,455845,298022,186610,323011
"13155","Irwin","GA",2022,571072,722298,33244,175405,4259
"48307","McCulloch","TX",2022,524227,23919,333646,194053,2494
"48045","Briscoe","TX",2022,261884,233746,164083,19202,365807
"48003","Andrews","TX",2022,352542,533849,377527,131742,117564
"48463","Uvalde","TX",2022,256369,588649,128014,152732,343618
"26119","Montmorency","MI",2022,179361,661658,119952,206782,50110
"29017","Bollinger","MO",2022,475528,550205,416600,5091,203026
"29071","Franklin","MO",2022,826425,332009,96674,137396,171611
"30103","Treasure","MT",2022,860221,120351,175992,111639,125129
"46105","Perkins","SD",2022,762838,467557,449437,31467,327158
"48117","Deaf Smith","TX",2022,921444,566794,331323,158087,80349
"50019","Orleans","VT",2022,65125,337400,389222,249411,264707
"13109","Evans","GA",2022,396207,512545,212709,108409,214825
"13201","Miller","GA",2022,303810,134674,242142,142426,232034
"15005","Kalawao","HI",2022,852200,702690,184672,82980,285380
"22007","Assumption","LA",2022,95522,898870,335877,72816,164570
"23019","Penobscot","ME",2022,124973,102185,319319,121812,194384
"27065","Kanabec","MN",2022,27416,167438,170896,251949,256925
"31185","York","NE",2022,919110,91339,49828,79305,123713
"35049","Santa Fe","NM",2022,876453,458535,79373,246043,60148
"37025","Cabarrus","NC",2022,279205,642338,247143,111435,42739
"72149","Villalba","PR",2022,884957,157997,407878,241947,159139
"72049","Culebra","PR",2022,21628,239781,437086,54737,305632
"12005","Bay","FL",2022,281012,446568,348321,45754,217681
"12111","St. Lucie","FL",2022,159629,545734,181947,121927,227937
"29051","Cole","MO",2022,254587,136012,434587,252645,92498
"29137","Monroe","MO",2022,726827,209393,455722,281831,340248
"30017","Custer","MT",2022,468151,122148,114654,273953,11391
"47039","Decatur","TN",2022,467173,630265,200039,224049,321061
"72087","Loíza","PR",2022,749090,403066,455022,80117,327292
"17099","LaSalle","IL",2022,506818,216360,400392,251185,172585
"13087","Decatur","GA",2022,564158,320218,346998,265394,355604
"13045","Carroll","GA",2022,18836,676680,97207,263454,270509
"46069","Hyde","SD",2022,245550,470431,170557,10420,274447
"48439","Tarrant","TX",2022,958457,663689,60109,22409,138936
"30095","Stillwater","MT",2022,975991,223154,457589,207338,250814
"31137","Phelps","NE",2022,226187,571544,49311,222899,5824
"48113","Dallas","TX",2022,844311,5460,333758,107012,365751
"48497","Wise","TX",2022,822177,526566,43538,129513,85141
"17115","Macon","IL",2022,692006,437804,306501,160266,256087
"17181","Union","IL",2022,785909,105008,411619,100888,367198
"17021","Christian","IL",2022,1974,90815,353308,135280,188523
"48085","Collin","TX",2022,710504,668547,405739,78408,40046
"48375","Potter","TX",2022,255551,151344,303868,188479,46583
"48303","Lubbock","TX",2022,219667,196912,445820,46879,221441
"48093","Comanche","TX",2022,991613,718846,303046,48186,290974
"31141","Platte","NE",2022,707928,711093,136115,69915,276465
"31063","Frontier","NE",2022,631797,855072,85298,68847,362640
"31093","Howard","NE",2022,579695,716707,4754,13987,229876
"31081","Hamilton","NE",2022,680293,188586,408188,101807,262854
"48251","Johnson","TX",2022,541055,611558,399574,127198,192149
"48451","Tom Green","TX",2022,937423,43413,27419,173706,258674
"48309","McLennan","TX",2022,60419,801650,265548,293149,180480
"48059","Callahan","TX",2022,689919,764588,210163,126696,51123
"48179","Gray","TX",2022,571160,370062,457993,19819,114078
"17191","Wayne","IL",2022,483809,720857,450870,109510,97643
"05033","Crawford","AR",2022,493739,51590,391814,137756,30438
"48253","Jones","TX",2022,667936,554626,344450,246492,203307
"55041","Forest","WI",2022,960276,804566,61722,184917,392014
"55099","Price","WI",2022,441030,728399,328700,200524,210052
"01093","Marion","AL",2022,304611,608699,291850,143694,117158
"32019","Lyon","NV",2022,767192,679177,239677,263812,383791
"35061","Valencia","NM",2022,891773,787117,389110,281389,323081
"48493","Wilson","TX",2022,626369,512387,419296,137734,267532
"48281","Lampasas","TX",2022,869439,492620,404149,290276,245716
"48177","Gonzales","TX",2022,281721,399086,83500,245451,1319
"48305","Lynn","TX",2022,479694,342283,487513,299989,283142
"05077","Lee","AR",2022,343280,694246,338563,257626,133285
"06071","San Bernardino","CA",2022,304423,860782,155149,63740,167336
"06003","Alpine","CA",2022,741226,687443,173051,59460,103252
"06049","Modoc","CA",2022,373228,101752,41814,229144,235570
"09150","Northeastern Connecticut","CT",2022,234294,711514,277383,154956,204426
"08063","Kit Carson","CO",2022,130174,258131,148171,89747,12062
"26011","Arenac","MI",2022,429933,646225,129211,204069,41483
"36095","Schoharie","NY",2022,470641,890428,432693,53491,210188
"36099","Seneca","NY",2022,884003,822166,61497,172462,303460
"48151","Fisher","TX",2022,329424,583771,401152,97176,118446
"48327","Menard","TX",2022,288969,474487,155075,108584,345639
"48389","Reeves","TX",2022,757583,858895,135795,102857,289113
"48433","Stonewall","TX",2022,562574,861927,120261,28508,38904
"49021","Iron","UT",2022,438155,788988,344464,215758,386164
"49027","Millard","UT",2022,16141,744390,117188,228033,141532
"39085","Lake","OH",2022,268476,669295,394885,195913,269446
"41029","Jackson","OR",2022,747763,725798,431065,295568,172094
"12015","Charlotte","FL",2022,466354,872570,441399,262233,398885
"12063","Jackson","FL",2022,261926,202121,251142,184914,336360
"36037","Genesee","NY",2022,443605,259405,277661,83738,148150
"37001","Alamance","NC",2022,480929,809443,53778,164347,216159
"37063","Durham","NC",2022,423047,704668,371441,246378,39033
"49031","Piute","UT",2022,381635,98205,497550,278433,46353
"51109","Louisa","VA",2022,708067,47404,205438,40614,6276
"51091","Highland","VA",2022,16138,595590,332134,183675,92383
"51530","Buena Vista","VA",2022,9281,519955,238156,107093,50517
"54041","Lewis","WV",2022,985242,751642,411595,75315,72816
"55137","Waushara","WI",2022,24797,505106,66636,167451,103628
"42057","Fulton","PA",2022,833906,95798,84363,64630,225964
"42039","Crawford","PA",2022,170910,729378,325041,119146,230105
"29161","Phelps","MO",2022,501115,810976,208746,139234,41873
"17113","McLean","IL",2022,11279,429586,102704,199193,296852
"17051","Fayette","IL",2022,729884,310504,447876,292927,220249
"26049","Genesee","MI",2022,684666,84184,192258,31602,277230
"37191","Wayne","NC",2022,39263,395070,294128,101164,263334
"37097","Iredell","NC",2022,103889,661339,35157,148082,299547
"55021","Columbia","WI",2022,412657,63286,75314,54776,328015
"55097","Portage","WI",2022,243669,717615,93337,114780,126221
"56031","Platte","WY",2022,340508,445262,473350,169224,211430
"56027","Niobrara","WY",2022,666565,390136,177725,118343,188007
"29131","Miller","MO",2022,261798,821972,74240,31354,17428
"29229","Wright","MO",2022,387218,383744,253313,77391,34758
"29177","Ray","MO",2022,662702,781957,36843,191557,201430
"21015","Boone","KY",2022,683692,155140,420753,159025,37551
"36039","Greene","NY",2022,930581,589998,151326,70327,114744
"37109","Lincoln","NC",2022,387399,135484,65019,106768,134171
"37067","Forsyth","NC",2022,562965,861438,310473,120157,353148
"38027","Eddy","ND",2022,104969,284707,224385,273429,194382
"72119","Río Grande","PR",2022,774544,577702,21427,285058,140127
"72033","Cataño","PR",2022,267516,655749,351465,177333,217436
"29001","Adair","MO",2022,689415,878690,379248,83283,110
"30107","Wheatland","MT",2022,55493,549827,216015,198634,194904
"31111","Lincoln","NE",2022,905665,207678,26302,244860,214227
"51021","Bland","VA",2022,230038,820656,118345,258485,150122
"51600","Fairfax","VA",2022,709272,753036,243097,42780,297266
"51580","Covington","VA",2022,784684,433873,383829,144681,13905
"38041","Hettinger","ND",2022,979283,833527,217510,236040,10614
"38057","Mercer","ND",2022,25852,413123,397453,68690,283544
"72053","Fajardo","PR",2022,393583,432796,104707,32988,93242
"72054","Florida","PR",2022,835670,795588,232587,121662,245044
"31179","Wayne","NE",2022,183083,668564,385544,205048,301548
"31119","Madison","NE",2022,352675,31520,125243,11878,2989
"31139","Pierce","NE",2022,72413,578634,220597,272300,291622
"31009","Blaine","NE",2022,444882,95519,258133,153740,353550
"54105","Wirt","WV",2022,152595,99740,457722,270041,365802
"55047","Green Lake","WI",2022,20645,775133,344016,29057,160174
"39049","Franklin","OH",2022,597572,898537,36122,270676,342455
"39063","Hancock","OH",2022,331115,48449,76037,293819,296251
"39077","Huron","OH",2022,923361,191488,87160,39032,379931
"72107","Orocovis","PR",2022,519230,90549,65112,148908,167940
"31149","Rock","NE",2022,189748,295442,354078,119414,88006
"37081","Guilford","NC",2022,269556,244686,192085,151199,152277
"37195","Wilson","NC",2022,231920,797074,367594,89655,351315
"21143","Lyon","KY",2022,666967,450521,2529,268034,315089
"21057","Cumberland","KY",2022,555345,646158,424869,57542,13451
"39033","Crawford","OH",2022,846473,470957,2903,209238,340830
"39165","Warren","OH",2022,134678,691765,115877,194597,68941
"39129","Pickaway","OH",2022,495294,126615,255071,279551,95416
"72013","Arecibo","PR",2022,658125,407587,122586,144666,236397
"72125","San Germán","PR",2022,724291,18135,152561,196692,37740
"38063","Nelson","ND",2022,70013,739200,445876,166370,200838
"38045","LaMoure","ND",2022,510563,807841,107816,224942,155006
"38039","Griggs","ND",2022,98979,764394,70230,155119,351676
"38065","Oliver","ND",2022,299830,473394,4365,124042,76766
"21039","Carlisle","KY",2022,975023,779729,281198,285198,358120
"22095","St. John the Baptist","LA",2022,182894,7876,347967,269269,188009
"40103","Noble","OK",2022,126293,612812,139919,25818,359344
"40005","Atoka","OK",2022,627370,735727,80644,95672,238207
"72043","Coamo","PR",2022,349382,165735,404780,101305,129444
"72129","San Lorenzo","PR",2022,672656,476537,103724,2530,62037
"39097","Madison","OH",2022,971391,3742,102002,32848,288193
"39169","Wayne","OH",2022,980333,769933,476609,187725,174104
"40107","Okfuskee","OK",2022,4866,350552,436734,132519,246820
"27007","Beltrami","MN",2022,863960,520825,446878,266671,145652
"27001","Aitkin","MN",2022,959913,392356,285198,279323,347562
"27033","Cottonwood","MN",2022,764574,696281,401671,94354,148547
"27051","Grant","MN",2022,780033,739577,108755,278727,9803
"42079","Luzerne","PA",2022,687945,270850,148481,132571,56213
"42081","Lycoming","PA",2022,639664,625697,228939,9993,41087
"72019","Barranquitas","PR",2022,683690,690967,80136,76492,343540
"72027","Camuy","PR",2022,750268,370160,50507,8054,366435
"40039","Custer","OK",2022,831939,334044,320430,132843,285378
"40029","Coal","OK",2022,89275,468164,167003,75524,257727
"41053","Polk","OR",2022,875075,187097,383226,188757,397511
"27165","Watonwan","MN",2022,741619,412063,74401,267322,130286
"28085","Lincoln","MS",2022,703222,342077,109959,38844,40225
"28019","Choctaw","MS",2022,689000,463270,187485,131609,352965
"28069","Kemper","MS",2022,56752,198697,313271,4688,247592
"42075","Lebanon","PA",2022,38101,472696,255070,245833,296418
"42019","Butler","PA",2022,497990,810489,206738,117576,105361
"45011","Barnwell","SC",2022,235910,435920,124250,273127,147893
"72069","Humacao","PR",2022,603625,234449,156043,48068,299209
"72089","Luquillo","PR",2022,339180,559907,18607,16945,350188
"42021","Cambria","PA",2022,857660,89963,224054,123589,106597
"46017","Buffalo","SD",2022,29302,514068,148207,262199,200775
"46079","Lake","SD",2022,421783,409877,72281,146988,343902
"46049","Faulk","SD",2022,227132,213086,158478,61198,366483
"28077","Lawrence","MS",2022,233678,525173,170181,54378,243564
"29123","Madison","MO",2022,257490,523235,279764,184481,263595
"29187","St. Francois","MO",2022,3030,23462,239977,129886,251696
"29049","Clinton","MO",2022,407596,306555,349817,271494,21247
"45039","Fairfield","SC",2022,698014,329586,41487,69825,220534
"46037","Day","SD",2022,965167,762690,283380,175221,247163
"46115","Spink","SD",2022,339830,85601,268404,273311,82531
"72035","Cayey","PR",2022,171557,362032,110615,20784,129635
"72123","Salinas","PR",2022,483760,676228,208035,83597,174485
"72115","Quebradillas","PR",2022,504459,88772,256308,246866,264913
"13307","Webster","GA",2022,528774,200302,340375,15674,79029
"30109","Wibaux","MT",2022,774369,174530,397737,184683,381101
"29079","Grundy","MO",2022,544303,128312,157602,234436,211702
"29121","Macon","MO",2022,14952,762230,26838,156426,281085
"29061","Daviess","MO",2022,265626,337417,499782,267061,33418
"46021","Campbell","SD",2022,785897,707261,236971,105030,269974
"47141","Putnam","TN",2022,239571,536469,389420,234699,326043
"47077","Henderson","TN",2022,600133,786160,253914,7539,91071
"72103","Naguabo","PR",2022,73775,806303,22414,243310,379516
"72091","Manatí","PR",2022,440365,317208,316229,190350,243648
"18091","LaPorte","IN",2022,304139,830018,372744,287527,21476
"26015","Barry","MI",2022,786621,46097,399829,280338,278188
"20023","Cheyenne","KS",2022,6821,1815,269503,106896,330653
"40111","Okmulgee","OK",2022,839296,233334,286068,253570,252470
"48367","Parker","TX",2022,263619,28284,142811,101571,147330
"48385","Real","TX",2022,839307,260791,182311,10165,118236
"02016","Aleutians West","AK",2022,344224,853203,299572,102145,315820
"31105","Kimball","NE",2022,560269,209619,393912,189825,299878
"31033","Cheyenne","NE",2022,936491,658621,56785,165745,128750
"72083","Las Marías","PR",2022,196638,427167,19541,132369,37202
"72081","Lares","PR",2022,981213,670908,375158,160042,142193
"34037","Sussex","NJ",2022,401400,787833,199234,92161,317883
